crop,health_status,n,p,k,ph,soil_moisture
Rice,Potassium Toxicity,104.53,46.45,186.64,6.43,77.17
Cotton,Phosphorus Deficiency,119.84,16.83,64.95,6.16,74.76
Sugarcane,Optimal Health,108.78,37.86,55.89,6.82,73.65
Maize,pH Stress,117.21,49.67,57.18,4.93,77.95
Rice,Optimal Health,87.88,36.37,63.54,7.48,84.96
Maize,Phosphorus Deficiency,86.48,11.88,52.01,6.44,71.02
Wheat,pH Stress,93.7,35.87,74.58,4.14,73.01
Cotton,Optimal Health,85.53,36.01,67.04,6.3,80.46
Maize,Phosphorus Deficiency,112.22,24.34,65.96,6.09,79.8
Maize,Nitrogen Deficiency,14.6,53.04,51.54,7.11,78.5
Sugarcane,pH Stress,90.56,54.35,50.97,4.26,62.23
Cotton,Optimal Health,75.9,36.4,61.27,6.52,72.9
Cotton,Phosphorus Deficiency,84.53,13.71,71.12,6.49,65.94
Cotton,pH Stress,78.01,42.85,59.33,4.71,66.77
Wheat,Phosphorus Deficiency,94.92,13.66,70.78,6.71,71.12
Maize,Potassium Toxicity,98.14,57.94,189.38,7.19,77.46
Sugarcane,Potassium Toxicity,113.73,46.2,179.5,6.18,75.35
Sugarcane,pH Stress,77.8,42.53,69.19,5.11,80.84
Rice,pH Stress,111.06,48.15,65.21,4.86,75.13
Cotton,Nitrogen Deficiency,20.33,54.38,60.51,6.58,80.51
Maize,Potassium Toxicity,115.19,54.38,222.9,6.14,73.27
Rice,Potassium Toxicity,109.44,50.64,160.02,7.22,72.73
Rice,Nitrogen Deficiency,29.0,42.08,52.48,7.2,65.1
Maize,Nitrogen Deficiency,15.0,56.45,54.45,6.2,62.36
Rice,Nitrogen Deficiency,22.23,56.78,79.36,7.29,60.65
Rice,Optimal Health,91.47,45.92,73.07,7.27,62.09
Rice,Phosphorus Deficiency,101.74,18.82,54.41,6.47,68.22
Rice,pH Stress,112.15,39.31,60.62,5.47,68.96
Maize,Phosphorus Deficiency,111.58,21.28,60.35,7.06,82.53
Maize,Phosphorus Deficiency,99.3,17.84,50.13,6.96,72.6
Sugarcane,Optimal Health,101.8,48.29,76.08,7.2,68.14
Sugarcane,pH Stress,113.09,58.74,52.69,4.45,84.3
Cotton,Phosphorus Deficiency,117.54,11.6,57.87,7.08,82.43
Rice,Phosphorus Deficiency,99.52,22.43,69.98,7.35,62.45
Wheat,pH Stress,73.94,47.29,73.37,5.03,62.79
Maize,Nitrogen Deficiency,15.15,51.15,74.58,6.2,72.41
Rice,Potassium Toxicity,116.29,45.08,234.51,6.58,84.22
Rice,Potassium Toxicity,118.9,45.31,236.21,7.48,61.18
Wheat,Phosphorus Deficiency,97.33,23.03,64.78,6.25,77.16
Maize,pH Stress,74.3,57.65,51.86,4.5,80.92
Sugarcane,Nitrogen Deficiency,19.56,43.96,79.63,7.17,79.27
Maize,Phosphorus Deficiency,91.15,16.31,77.17,7.46,65.51
Cotton,Optimal Health,74.15,44.77,64.56,7.02,84.45
Rice,pH Stress,89.32,50.46,62.55,4.97,67.87
Maize,pH Stress,93.39,45.76,62.95,4.47,64.27
Wheat,Optimal Health,80.94,44.6,70.23,7.37,67.37
Sugarcane,pH Stress,103.23,50.89,62.97,4.88,65.65
Rice,Optimal Health,84.45,48.01,61.67,6.18,77.06
Cotton,Phosphorus Deficiency,81.01,22.75,53.43,7.25,71.96
Rice,Potassium Toxicity,83.13,36.51,158.26,6.48,84.65
Maize,Optimal Health,84.52,53.8,74.45,7.05,78.96
Rice,pH Stress,96.83,59.07,64.64,4.18,69.99
Cotton,pH Stress,71.93,47.06,57.6,5.39,62.32
Wheat,pH Stress,114.33,37.98,75.24,4.93,67.54
Maize,Phosphorus Deficiency,94.9,19.44,58.53,7.45,84.8
Maize,pH Stress,109.76,50.48,56.16,4.61,62.63
Rice,Nitrogen Deficiency,15.11,47.97,56.99,7.13,78.83
Maize,Nitrogen Deficiency,27.61,46.17,50.49,7.47,84.21
Sugarcane,Potassium Toxicity,99.91,40.61,227.13,6.11,60.43
Maize,Nitrogen Deficiency,10.56,45.52,78.11,7.01,78.16
Maize,Optimal Health,103.01,55.46,59.54,6.48,68.72
Rice,Nitrogen Deficiency,23.06,58.58,54.49,7.2,80.95
Rice,pH Stress,105.11,44.29,53.43,4.86,79.8
Cotton,Optimal Health,119.52,51.55,60.56,6.46,84.92
Cotton,pH Stress,87.42,58.65,78.82,4.78,66.65
Sugarcane,pH Stress,104.42,40.64,70.34,4.22,84.56
Maize,Nitrogen Deficiency,11.0,36.38,59.91,7.12,66.9
Wheat,Nitrogen Deficiency,21.23,48.46,61.67,6.74,63.2
Wheat,Nitrogen Deficiency,20.98,42.96,54.65,6.64,62.04
Maize,Optimal Health,105.73,54.03,76.18,6.87,66.6
Wheat,pH Stress,88.62,56.84,59.93,4.49,80.12
Maize,Potassium Toxicity,95.17,42.74,158.42,7.19,66.9
Sugarcane,Potassium Toxicity,108.49,38.46,234.92,6.33,78.08
Wheat,Nitrogen Deficiency,19.32,50.8,54.39,6.76,67.62
Wheat,Nitrogen Deficiency,20.88,58.87,75.49,6.47,75.99
Maize,Nitrogen Deficiency,11.58,45.12,54.57,7.13,78.26
Wheat,pH Stress,108.75,57.29,73.05,4.49,75.22
Cotton,Phosphorus Deficiency,80.26,12.54,59.57,7.15,63.56
Sugarcane,Nitrogen Deficiency,29.24,57.13,59.57,6.58,60.67
Maize,pH Stress,85.36,57.51,71.26,5.49,80.47
Wheat,pH Stress,105.55,52.79,70.35,4.6,67.84
Rice,pH Stress,97.17,58.9,74.96,5.19,82.05
Rice,Phosphorus Deficiency,109.04,17.15,51.44,6.85,74.74
Sugarcane,Optimal Health,71.15,57.52,64.55,7.5,65.65
Wheat,Nitrogen Deficiency,16.47,54.8,63.82,7.26,80.66
Cotton,Potassium Toxicity,81.7,53.46,218.11,6.39,66.85
Cotton,Phosphorus Deficiency,100.41,15.56,50.7,7.41,84.09
Rice,Phosphorus Deficiency,81.15,18.22,58.08,6.9,78.14
Wheat,Potassium Toxicity,88.12,43.51,181.03,7.12,67.98
Sugarcane,Nitrogen Deficiency,14.82,45.46,78.12,6.79,78.11
Wheat,Nitrogen Deficiency,26.82,46.7,72.17,6.9,65.18
Sugarcane,Potassium Toxicity,92.57,44.97,156.11,7.17,84.03
Cotton,Potassium Toxicity,72.1,43.99,182.26,6.34,80.31
Maize,Potassium Toxicity,77.88,36.58,204.31,6.38,79.73
Wheat,Optimal Health,85.18,59.1,58.29,7.15,72.31
Sugarcane,Phosphorus Deficiency,82.29,12.99,71.11,7.31,70.21
Maize,Optimal Health,105.83,47.32,69.21,7.33,63.33
Cotton,Potassium Toxicity,78.56,50.86,172.39,6.13,67.56
Wheat,Optimal Health,105.05,53.12,67.0,6.3,84.56
Rice,Optimal Health,80.12,38.12,76.66,6.75,78.25
Maize,Optimal Health,103.18,44.04,68.61,6.63,68.93
Sugarcane,Potassium Toxicity,82.59,38.93,181.23,6.38,61.46
Sugarcane,Phosphorus Deficiency,90.5,22.8,62.04,7.44,62.48
Sugarcane,Phosphorus Deficiency,82.41,16.75,52.15,7.03,72.74
Maize,Nitrogen Deficiency,23.74,58.8,76.31,7.27,70.27
Maize,pH Stress,118.53,40.18,68.46,5.24,66.58
Maize,Nitrogen Deficiency,29.49,39.24,72.43,6.74,79.61
Sugarcane,Phosphorus Deficiency,102.08,14.03,78.64,6.86,60.43
Wheat,Nitrogen Deficiency,22.78,48.18,68.71,6.69,63.56
Sugarcane,Nitrogen Deficiency,16.48,45.69,63.88,6.96,61.76
Cotton,Optimal Health,117.13,54.28,50.81,6.36,64.47
Wheat,pH Stress,117.83,37.85,69.79,5.43,78.92
Rice,pH Stress,105.27,42.6,62.35,5.16,73.51
Maize,Potassium Toxicity,82.92,51.4,182.15,7.08,66.3
Rice,Phosphorus Deficiency,79.52,13.71,73.0,7.02,70.26
Maize,Optimal Health,80.23,35.83,62.12,7.1,60.81
Rice,Nitrogen Deficiency,24.85,56.73,52.0,6.01,83.85
Rice,Nitrogen Deficiency,20.37,58.09,68.36,6.5,63.24
Rice,Potassium Toxicity,73.03,47.52,195.02,6.12,71.81
Cotton,Potassium Toxicity,93.2,44.63,204.39,6.45,62.79
Cotton,Optimal Health,86.02,40.52,62.71,6.3,64.31
Rice,Optimal Health,81.11,39.52,72.26,6.41,73.4
Sugarcane,Nitrogen Deficiency,12.5,52.65,60.65,7.48,75.18
Maize,Optimal Health,117.91,41.21,57.76,7.33,75.05
Wheat,pH Stress,85.55,44.01,60.94,5.45,71.56
Cotton,Phosphorus Deficiency,105.34,15.23,72.04,7.43,84.49
Cotton,Potassium Toxicity,110.35,55.16,245.39,7.28,66.38
Maize,Optimal Health,99.53,57.82,65.22,6.85,62.13
Wheat,Phosphorus Deficiency,119.71,24.2,66.09,6.92,83.64
Maize,pH Stress,72.67,44.71,59.87,4.07,79.97
Rice,Optimal Health,105.82,59.98,67.68,6.7,69.09
Wheat,Optimal Health,76.33,43.17,54.73,6.55,70.07
Cotton,Potassium Toxicity,105.69,40.5,207.73,6.26,69.0
Wheat,Potassium Toxicity,101.7,53.29,183.51,6.99,71.4
Cotton,Potassium Toxicity,118.39,38.09,176.42,6.04,78.62
Sugarcane,Potassium Toxicity,75.71,45.06,193.36,7.37,72.45
Cotton,Optimal Health,77.37,51.75,67.66,6.15,77.45
Cotton,Phosphorus Deficiency,89.12,18.76,70.7,6.54,61.47
Sugarcane,Optimal Health,107.21,44.54,77.1,7.3,62.5
Sugarcane,pH Stress,110.29,53.01,71.06,4.77,81.58
Maize,Potassium Toxicity,102.56,42.41,208.1,7.38,81.83
Sugarcane,Phosphorus Deficiency,114.93,10.97,59.97,6.72,79.41
Cotton,Nitrogen Deficiency,24.85,45.71,73.72,6.38,79.94
Sugarcane,Nitrogen Deficiency,29.84,46.53,78.56,6.79,68.27
Sugarcane,pH Stress,106.75,55.18,71.71,4.27,65.56
Sugarcane,pH Stress,79.05,55.59,54.4,4.38,63.03
Wheat,Optimal Health,88.52,37.04,67.07,6.93,63.62
Sugarcane,Phosphorus Deficiency,89.13,17.31,56.44,6.09,79.65
Maize,pH Stress,104.2,49.12,63.35,5.24,74.33
Wheat,Optimal Health,85.76,56.07,79.53,6.07,66.85
Rice,Phosphorus Deficiency,110.44,15.01,69.45,6.81,74.95
Cotton,Phosphorus Deficiency,104.26,24.57,50.92,6.35,79.22
Rice,Optimal Health,96.85,40.37,53.76,6.0,75.67
Sugarcane,pH Stress,109.07,49.24,67.1,4.3,61.79
Cotton,Nitrogen Deficiency,28.27,44.91,68.27,6.43,67.9
Maize,Potassium Toxicity,96.2,40.24,250.0,7.27,79.51
Rice,pH Stress,117.98,42.17,69.2,4.94,67.59
Maize,Phosphorus Deficiency,118.35,15.59,69.57,7.18,82.93
Rice,Potassium Toxicity,88.72,39.99,179.47,7.25,62.27
Sugarcane,Phosphorus Deficiency,84.55,10.13,62.18,6.91,82.28
Cotton,Potassium Toxicity,77.78,53.7,169.78,7.17,84.42
Wheat,Potassium Toxicity,117.97,52.06,188.59,7.0,76.65
Cotton,Optimal Health,93.48,43.65,67.08,6.37,63.68
Cotton,Nitrogen Deficiency,18.84,52.49,70.72,7.45,64.92
Wheat,Phosphorus Deficiency,103.43,19.09,79.64,6.14,76.19
Maize,pH Stress,101.77,47.98,53.63,5.29,81.42
Wheat,pH Stress,90.29,41.02,52.15,4.17,70.48
Wheat,Nitrogen Deficiency,29.04,49.88,67.33,7.39,63.41
Cotton,pH Stress,102.19,38.51,54.78,4.84,68.52
Rice,Phosphorus Deficiency,108.09,20.37,56.66,7.29,77.93
Wheat,Nitrogen Deficiency,20.28,48.57,56.23,6.73,78.92
Rice,Potassium Toxicity,115.53,55.63,196.22,6.65,75.74
Rice,pH Stress,117.4,44.47,69.25,4.96,74.24
Wheat,Potassium Toxicity,71.0,49.48,240.14,7.35,62.0
Maize,pH Stress,105.03,43.57,70.72,4.38,66.75
Cotton,pH Stress,117.09,52.86,75.08,4.4,64.03
Wheat,Potassium Toxicity,86.52,49.12,205.84,6.71,70.29
Wheat,pH Stress,84.93,53.96,53.1,4.94,65.92
Wheat,Potassium Toxicity,83.81,41.83,230.48,6.12,68.44
Maize,pH Stress,84.54,46.48,79.81,4.9,81.42
Wheat,Nitrogen Deficiency,29.16,36.2,64.44,6.51,75.02
Cotton,Optimal Health,75.81,50.42,57.49,6.93,78.97
Cotton,Nitrogen Deficiency,27.39,50.41,51.59,7.4,63.9
Sugarcane,Optimal Health,90.71,51.23,69.64,6.03,71.98
Sugarcane,Optimal Health,118.65,41.89,50.31,7.21,71.54
Wheat,Potassium Toxicity,116.58,45.99,248.99,6.39,76.03
Rice,Phosphorus Deficiency,102.67,12.92,70.73,6.53,82.9
Maize,Nitrogen Deficiency,27.41,56.94,61.91,6.75,75.44
Wheat,Nitrogen Deficiency,15.6,38.87,53.43,6.14,63.44
Rice,pH Stress,107.7,58.1,66.31,5.43,81.64
Rice,Optimal Health,107.18,41.27,78.71,7.16,62.93
Wheat,Potassium Toxicity,94.05,54.62,207.1,6.41,65.73
Wheat,Nitrogen Deficiency,14.63,57.65,77.1,6.72,63.95
Wheat,Optimal Health,91.25,58.26,72.01,7.25,83.47
Wheat,Nitrogen Deficiency,15.35,54.39,72.86,7.14,80.0
Rice,pH Stress,81.37,48.78,64.57,5.44,71.4
Rice,Nitrogen Deficiency,17.2,35.64,65.44,7.22,81.9
Wheat,Nitrogen Deficiency,13.12,45.89,76.84,6.79,61.04
Cotton,Optimal Health,90.13,52.78,64.7,6.59,68.3
Cotton,Potassium Toxicity,72.08,58.13,179.39,7.12,83.88
Maize,Potassium Toxicity,101.64,52.55,204.58,6.41,62.01
Rice,pH Stress,119.18,56.06,72.28,5.02,75.25
Sugarcane,pH Stress,111.33,40.65,69.66,4.06,62.69
Cotton,Phosphorus Deficiency,114.39,16.79,79.56,6.35,75.16
Maize,Nitrogen Deficiency,24.02,49.02,57.22,6.45,82.53
Maize,Nitrogen Deficiency,20.07,46.77,65.78,7.19,60.11
Rice,pH Stress,99.67,43.61,63.86,4.08,70.39
Wheat,Optimal Health,73.88,59.44,77.26,6.68,77.05
Wheat,Nitrogen Deficiency,28.4,49.95,72.7,6.04,61.66
Sugarcane,pH Stress,108.91,49.99,50.47,5.21,62.88
Sugarcane,Optimal Health,71.0,55.25,63.68,6.26,78.43
Rice,Nitrogen Deficiency,27.29,52.09,75.41,6.19,82.29
Wheat,pH Stress,79.06,51.9,57.16,5.12,67.48
Maize,Optimal Health,88.88,46.73,57.98,6.37,66.2
Maize,Optimal Health,108.45,56.33,62.01,6.28,79.07
Sugarcane,Optimal Health,107.07,59.86,73.92,6.71,66.07
Maize,pH Stress,96.78,51.9,79.03,5.34,83.07
Cotton,Potassium Toxicity,118.1,53.99,204.07,6.75,64.44
Sugarcane,Nitrogen Deficiency,15.58,47.59,55.61,6.6,84.04
Sugarcane,Potassium Toxicity,80.81,53.15,229.1,6.16,81.97
Wheat,Optimal Health,91.61,35.26,63.49,6.09,84.89
Wheat,Nitrogen Deficiency,21.71,49.42,64.69,6.47,72.06
Wheat,pH Stress,86.6,49.72,67.83,5.08,64.0
Sugarcane,pH Stress,101.02,48.73,58.24,4.09,84.6
Rice,Potassium Toxicity,94.28,44.8,249.57,6.91,75.13
Sugarcane,Optimal Health,84.99,40.54,73.84,6.98,73.18
Cotton,Optimal Health,74.57,41.78,54.83,6.08,60.63
Maize,Potassium Toxicity,116.97,59.21,229.16,6.09,77.4
Sugarcane,pH Stress,70.51,50.16,57.89,4.44,74.83
Cotton,Phosphorus Deficiency,81.14,16.05,71.88,7.23,67.29
Sugarcane,pH Stress,108.46,42.9,68.1,5.35,62.32
Maize,Nitrogen Deficiency,28.3,36.73,77.42,6.84,66.21
Wheat,Nitrogen Deficiency,26.76,47.51,59.57,7.39,62.34
Maize,Potassium Toxicity,99.66,36.95,164.56,7.07,64.97
Rice,Optimal Health,88.87,56.18,65.69,6.85,74.44
Maize,Optimal Health,116.84,36.8,56.67,7.13,84.55
Wheat,Potassium Toxicity,115.39,35.24,231.89,7.03,70.0
Cotton,Phosphorus Deficiency,110.66,17.19,67.1,6.11,77.8
Wheat,Phosphorus Deficiency,109.19,19.52,62.2,6.6,63.1
Cotton,pH Stress,88.02,46.78,50.73,4.15,61.2
Maize,Optimal Health,101.21,42.31,56.7,7.32,74.13
Cotton,Nitrogen Deficiency,17.35,55.85,67.25,7.22,71.42
Rice,pH Stress,76.51,41.13,57.62,4.16,70.2
Maize,Phosphorus Deficiency,108.49,20.46,73.71,6.25,83.47
Rice,pH Stress,104.24,45.04,59.57,5.19,83.59
Sugarcane,pH Stress,80.04,59.47,53.94,4.63,80.62
Sugarcane,Potassium Toxicity,79.61,56.01,208.22,6.97,64.41
Wheat,Potassium Toxicity,90.28,44.32,186.73,6.3,78.81
Sugarcane,Nitrogen Deficiency,29.49,54.48,50.62,6.24,62.81
Cotton,Optimal Health,113.77,57.52,65.99,6.52,81.68
Wheat,Phosphorus Deficiency,77.15,16.33,66.44,6.87,77.1
Rice,pH Stress,84.46,56.28,52.39,4.66,73.3
Maize,Nitrogen Deficiency,22.31,40.58,52.98,6.95,84.49
Cotton,Potassium Toxicity,86.97,51.06,179.82,7.24,82.35
Sugarcane,Phosphorus Deficiency,93.15,10.42,68.44,6.26,79.55
Cotton,pH Stress,72.6,40.36,50.11,5.16,74.88
Rice,Potassium Toxicity,119.65,49.15,161.35,7.11,77.4
Cotton,Optimal Health,97.99,49.63,55.21,7.42,72.44
Sugarcane,pH Stress,100.31,47.75,74.23,5.35,65.33
Wheat,pH Stress,84.32,56.28,62.95,4.72,61.17
Cotton,Potassium Toxicity,112.31,57.29,221.35,6.59,64.25
Cotton,Potassium Toxicity,119.85,35.83,236.63,6.09,69.48
Rice,Optimal Health,97.55,51.66,74.74,6.72,82.47
Wheat,Nitrogen Deficiency,16.37,42.42,75.32,6.51,63.54
Maize,Potassium Toxicity,83.22,47.98,194.35,6.34,72.62
Rice,Optimal Health,116.83,46.71,55.84,7.36,81.54
Rice,Potassium Toxicity,92.09,43.12,179.02,6.8,63.14
Rice,Optimal Health,114.7,43.25,59.31,6.51,60.13
Sugarcane,Potassium Toxicity,84.87,37.01,234.78,6.48,70.19
Rice,Optimal Health,70.88,36.29,55.85,7.42,64.35
Maize,pH Stress,77.89,41.67,70.54,4.84,80.2
Wheat,pH Stress,101.06,50.31,78.41,5.01,82.31
Wheat,Optimal Health,119.16,49.16,63.37,6.64,71.58
Cotton,Optimal Health,113.15,37.68,64.06,6.6,63.94
Rice,Potassium Toxicity,78.52,54.07,219.47,7.26,84.3
Sugarcane,Optimal Health,83.62,49.66,62.8,6.31,61.42
Maize,Optimal Health,78.45,50.14,68.06,7.35,76.22
Maize,pH Stress,75.26,43.52,56.16,5.08,75.96
Wheat,Phosphorus Deficiency,116.18,13.02,71.53,6.29,75.05
Rice,Optimal Health,73.26,58.66,53.05,7.36,61.69
Maize,Nitrogen Deficiency,20.21,36.35,60.05,6.59,76.58
Wheat,Nitrogen Deficiency,18.2,35.09,65.76,6.41,63.38
Sugarcane,pH Stress,90.63,57.9,62.04,5.18,68.69
Cotton,Nitrogen Deficiency,26.87,40.32,62.31,6.4,79.26
Sugarcane,pH Stress,102.47,41.94,50.24,5.42,64.44
Rice,Potassium Toxicity,71.05,43.11,237.01,6.34,68.81
Maize,pH Stress,73.36,41.61,69.59,4.66,62.86
Sugarcane,pH Stress,96.01,37.43,56.98,4.39,81.82
Wheat,Potassium Toxicity,107.07,44.8,248.08,6.07,70.31
Sugarcane,Nitrogen Deficiency,22.63,50.5,75.94,6.36,83.74
Maize,Phosphorus Deficiency,88.9,14.99,52.78,6.44,77.61
Wheat,Optimal Health,96.05,41.15,61.64,7.04,67.0
Maize,pH Stress,71.43,45.5,52.82,4.31,63.61
Sugarcane,pH Stress,103.16,41.76,69.05,4.71,72.31
Cotton,Potassium Toxicity,116.2,40.15,225.39,7.16,66.59
Cotton,Potassium Toxicity,106.98,55.93,242.92,6.31,63.4
Maize,Phosphorus Deficiency,103.58,11.71,69.18,7.4,77.88
Sugarcane,Phosphorus Deficiency,116.46,11.73,50.66,6.71,80.85
Sugarcane,Optimal Health,110.15,58.89,51.42,6.21,81.78
Rice,Optimal Health,72.39,56.59,67.3,6.85,71.07
Sugarcane,Nitrogen Deficiency,15.36,53.8,76.21,6.6,63.05
Maize,Potassium Toxicity,83.15,38.63,232.91,7.17,69.62
Wheat,Optimal Health,91.57,36.35,64.08,6.78,66.95
Cotton,Phosphorus Deficiency,97.95,13.22,60.85,6.2,65.97
Rice,Nitrogen Deficiency,22.37,51.01,59.49,7.47,79.37
Sugarcane,Potassium Toxicity,79.63,58.5,217.46,7.23,69.37
Sugarcane,Potassium Toxicity,113.03,53.59,185.33,6.05,71.41
Wheat,Optimal Health,113.23,46.69,72.25,7.26,80.74
Wheat,Nitrogen Deficiency,15.74,45.58,61.3,7.23,82.1
Maize,Potassium Toxicity,114.72,39.32,153.19,7.33,68.6
Maize,Phosphorus Deficiency,112.34,16.15,75.1,7.23,66.9
Maize,Potassium Toxicity,104.48,41.98,159.47,6.75,67.4
Maize,Potassium Toxicity,79.14,37.96,218.06,7.16,61.96
Rice,Potassium Toxicity,119.94,35.66,208.55,6.43,68.17
Sugarcane,Potassium Toxicity,95.66,41.67,171.12,6.4,64.09
Maize,Nitrogen Deficiency,28.33,49.26,50.08,6.17,80.76
Maize,pH Stress,70.73,36.7,69.13,4.0,66.94
Wheat,Optimal Health,95.1,47.87,50.55,6.93,64.02
Maize,Potassium Toxicity,81.94,55.12,191.92,6.98,76.9
Cotton,pH Stress,73.08,46.44,71.4,4.4,77.9
Sugarcane,Phosphorus Deficiency,87.81,22.52,60.5,6.35,83.28
Cotton,Optimal Health,114.75,35.63,64.54,7.24,72.97
Maize,Phosphorus Deficiency,95.52,14.47,74.61,6.97,74.65
Rice,Optimal Health,105.82,38.21,65.97,6.8,62.94
Maize,Potassium Toxicity,86.52,59.27,182.49,6.74,73.64
Cotton,Optimal Health,80.38,43.28,59.2,6.17,78.82
Cotton,Potassium Toxicity,77.06,42.58,213.33,7.17,69.42
Maize,Nitrogen Deficiency,10.07,55.09,69.43,6.67,75.8
Rice,Optimal Health,115.15,36.46,64.6,6.86,83.19
Wheat,pH Stress,94.66,39.43,59.49,5.38,70.35
Rice,Optimal Health,94.37,42.34,65.66,7.49,82.81
Wheat,Optimal Health,98.44,46.89,79.46,7.26,84.37
Sugarcane,Nitrogen Deficiency,20.3,57.54,54.65,7.25,65.05
Maize,Potassium Toxicity,102.93,58.78,220.04,6.15,81.77
Maize,Potassium Toxicity,79.47,36.8,206.71,6.18,60.44
Wheat,Phosphorus Deficiency,71.7,19.23,77.3,7.05,70.58
Sugarcane,Potassium Toxicity,97.75,56.32,217.01,6.77,77.81
Wheat,Phosphorus Deficiency,75.08,13.27,75.31,7.05,82.86
Sugarcane,Nitrogen Deficiency,27.97,49.09,52.41,6.9,76.78
Rice,Potassium Toxicity,113.85,58.91,196.29,6.02,81.65
Sugarcane,Potassium Toxicity,117.09,38.04,228.63,7.0,77.61
Wheat,Phosphorus Deficiency,106.2,10.95,63.7,6.08,84.25
Cotton,Phosphorus Deficiency,112.89,15.45,78.69,6.31,71.91
Cotton,pH Stress,115.82,41.16,71.34,4.37,84.24
Sugarcane,Phosphorus Deficiency,71.88,12.26,60.1,7.18,82.24
Maize,Optimal Health,113.54,58.59,51.26,6.42,82.07
Maize,Nitrogen Deficiency,21.04,46.55,77.56,7.38,81.94
Rice,Potassium Toxicity,100.45,37.94,238.14,6.31,74.23
Maize,pH Stress,111.75,47.81,51.8,4.47,78.41
Rice,Phosphorus Deficiency,98.73,19.77,59.56,6.0,62.71
Maize,Nitrogen Deficiency,29.99,44.6,57.19,6.01,80.12
Sugarcane,Optimal Health,72.09,36.17,58.69,7.24,64.65
Rice,Nitrogen Deficiency,28.61,55.65,61.11,6.62,78.27
Cotton,Optimal Health,83.47,41.01,73.09,6.54,64.44
Sugarcane,pH Stress,101.19,35.85,69.84,4.99,81.04
Sugarcane,Optimal Health,75.61,53.62,64.21,6.71,83.59
Rice,Phosphorus Deficiency,96.38,21.85,52.7,6.95,63.56
Maize,pH Stress,72.65,54.84,64.86,4.11,78.21
Cotton,Nitrogen Deficiency,11.01,39.81,75.98,6.52,70.77
Sugarcane,Potassium Toxicity,107.77,35.81,238.58,6.39,61.1
Rice,Nitrogen Deficiency,26.68,49.54,78.16,6.31,62.24
Sugarcane,pH Stress,84.32,48.39,51.67,4.86,78.47
Cotton,Potassium Toxicity,112.8,46.73,216.24,6.71,75.26
Sugarcane,Optimal Health,93.0,55.78,77.94,7.24,70.74
Wheat,Phosphorus Deficiency,75.84,22.96,57.46,6.15,62.62
Sugarcane,Nitrogen Deficiency,28.91,35.69,50.35,6.11,68.03
Rice,Nitrogen Deficiency,12.83,46.73,58.91,7.08,69.83
Rice,Potassium Toxicity,85.3,54.38,220.94,6.95,74.47
Wheat,Potassium Toxicity,113.39,43.56,193.66,7.41,67.42
Wheat,Nitrogen Deficiency,26.41,59.56,71.64,6.65,60.6
Wheat,pH Stress,77.84,41.11,53.4,4.82,84.69
Sugarcane,Potassium Toxicity,101.33,37.6,204.53,6.16,68.02
Wheat,pH Stress,92.52,50.6,58.56,5.38,65.15
Sugarcane,Potassium Toxicity,85.05,45.26,243.41,6.71,63.5
Wheat,Potassium Toxicity,110.39,52.59,174.41,6.49,68.87
Wheat,Optimal Health,77.61,37.34,54.49,7.23,80.26
Maize,Phosphorus Deficiency,81.23,13.9,77.49,6.54,83.57
Cotton,pH Stress,83.7,35.99,57.92,4.05,60.38
Rice,Phosphorus Deficiency,108.92,23.98,63.56,6.63,73.41
Sugarcane,pH Stress,104.53,48.39,52.97,4.82,70.01
Wheat,Potassium Toxicity,113.9,41.19,184.96,6.12,82.03
Sugarcane,Phosphorus Deficiency,79.49,13.37,55.65,7.02,67.84
Rice,Potassium Toxicity,96.59,45.85,234.32,7.29,83.56
Sugarcane,Nitrogen Deficiency,29.91,53.9,68.97,6.56,61.94
Wheat,Phosphorus Deficiency,93.71,21.38,52.88,6.61,75.41
Rice,Optimal Health,77.84,36.99,51.74,7.16,84.4
Maize,Phosphorus Deficiency,92.77,14.57,51.22,6.63,69.4
Maize,pH Stress,85.51,35.17,67.16,4.39,78.12
Maize,pH Stress,82.02,52.59,54.67,4.66,64.78
Rice,Optimal Health,84.55,38.45,58.29,6.51,73.66
Rice,Nitrogen Deficiency,23.2,38.8,77.22,6.2,81.23
Wheat,Phosphorus Deficiency,92.59,19.34,67.21,7.01,61.5
Wheat,Phosphorus Deficiency,116.07,19.54,79.52,6.96,68.45
Wheat,pH Stress,98.7,39.31,71.74,5.12,72.53
Rice,Nitrogen Deficiency,14.62,38.66,59.63,7.49,67.95
Wheat,pH Stress,103.5,35.3,76.79,4.59,73.22
Sugarcane,Phosphorus Deficiency,112.72,14.98,67.36,6.53,75.38
Wheat,Optimal Health,116.63,42.66,57.51,7.38,82.05
Rice,Optimal Health,86.01,53.49,63.03,7.22,68.41
Wheat,Phosphorus Deficiency,100.41,19.96,52.25,6.26,66.05
Cotton,Nitrogen Deficiency,26.31,48.35,78.14,6.36,84.25
Maize,Nitrogen Deficiency,22.56,41.24,64.14,6.67,71.52
Rice,Optimal Health,99.72,50.8,59.86,6.75,73.32
Rice,pH Stress,114.39,47.83,75.24,4.82,79.12
Sugarcane,Phosphorus Deficiency,79.92,15.46,50.11,6.2,63.48
Maize,pH Stress,118.89,54.0,61.58,4.91,77.5
Sugarcane,Potassium Toxicity,76.39,39.32,224.34,7.19,62.87
Cotton,Phosphorus Deficiency,116.98,13.75,54.47,6.09,80.21
